Date,Player,Club Name,Brand/Model,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Target Total Distance,Target Carry Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Back Stroke Length,Target Backswing Time,Target Downswing Time,Forward Stroke Length,Backswing Time,Downswing Time,Target Tempo,Swing Tempo
,,,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[ft],[Yards],[deg],[Yards],[Yards],[deg],[Yards],[Yards],[Yards],,,[g/L],[deg F],[kPa],[%],[Inches],[sec],[sec],[Inches],[sec],[sec],,
8/2/26 1:54:12 PM,Amar,,,Gap Wedge,59.79330708661418,-2.18,-2.17,-0.47,1.7,59.21170211469777,0.9902730756960154,33.29999923706055,-0.6600000262260437,8258.869140625,-1204.838623046875,8346.2900390625,Measured,8.300000190734863,41.83070866141732,60.37838919999197,1.6299999952316284,1.7169729357525016,63.39676423961409,1.7300000190734863,1.9138232720909887,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:54:28 PM,Amar,,,Gap Wedge,75.04921259842519,-4.94,-6.51,-3.78,2.73,73.3491430644402,0.9773472702094589,29.709999084472656,-3.9200000762939453,9335.44140625,-782.278076171875,9368.16015625,Measured,4.789999961853027,58.070868644814475,82.6006110884699,-2.1500000953674316,-3.09492555085964,85.06124100972974,-2.109999895095825,-3.1277339185212436,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:54:47 PM,Amar,,,Gap Wedge,79.45597709377238,-6.68,-11.15,27.44,38.59,67.08571888671744,0.8443130566193177,21.600000381469727,21.139999389648438,5415.72509765625,-791.99951171875,5473.330078125,Measured,8.319999694824219,29.363516434596903,72.68153880629119,23.260000228881836,28.69641269807323,83.78171545314038,23.489999771118164,33.39895113246647,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:55:03 PM,Amar,,,Gap Wedge,78.38224767358625,-6.73,-8.2,-8.19,0.009999999999999787,78.78489893679117,1.0051370211387878,24.420000076293945,-7.75,9239.22265625,-1574.310791015625,9372.3896484375,Measured,9.670000076293945,53.707351834755244,92.18066591811827,-3.990000009536743,-6.408574074272096,95.97550539832729,-3.859999895095825,-6.463254426303707,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:55:18 PM,Amar,,,Gap Wedge,75.31764495347173,-4.28,-6.07,5.62,11.690000000000001,68.92000596354328,0.9150578991963879,31.729999542236328,3.859999895095825,8975.306640625,-2556.682861328125,9332.349609375,Measured,15.899999618530273,54.13385826771653,74.8140897442141,9.289999961853027,12.084427155221855,77.0997375328084,9.430000305175781,12.631233804390709,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:55:35 PM,Amar,,,Gap Wedge,78.98622047244095,-7.76,-9.86,19.22,29.08,76.30189828729323,0.9660153104036125,13.90999984741211,14.5600004196167,7258.0009765625,-1152.1517333984375,7348.8798828125,Measured,9.020000457763672,22.637795588475825,80.65398075240596,17.18000030517578,23.82983477201153,100.5577394447093,17.81999969482422,30.774277547734513,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:57:33 PM,Amar,,,Gap Wedge,73.05833929849678,-6.0,-10.16,6.94,17.1,68.74105123084361,0.9409062933936415,26.030000686645508,4.429999828338623,7773.13818359375,-4306.94775390625,8886.58984375,Measured,28.989999771118164,39.86220347286835,74.22353756187886,13.369999885559082,17.158792192020233,79.24321859631743,13.930000305175781,19.072616507062136,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:57:56 PM,Amar,,,Gap Wedge,75.02684323550466,-6.36,-3.94,13.2,17.14,74.17680710319459,0.9886702399347678,9.260000228881836,10.350000381469727,4698.4462890625,-5013.8486328125,6871.25,Measured,46.86000061035156,7.808399325593562,53.30271399657349,18.059999465942383,16.524496562420435,90.79177235680928,21.799999237060547,33.71609790431546,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:58:15 PM,Amar,,,Gap Wedge,81.49158911954187,-5.83,-7.29,-10.18,-2.8899999999999997,86.83786617489312,1.0656052620045078,28.15999984741211,-9.279999732971191,9305.1376953125,-250.1643829345703,9308.5,Measured,1.5399999618530273,79.03543357148257,103.80577227574946,-8.579999923706055,-15.485564137589796,105.98206874683878,-8.569999694824219,-15.791775569098098,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:58:48 PM,Amar,,,Gap Wedge,77.75590551181102,-6.54,-9.46,-7.54,1.9200000000000008,81.08894058697209,1.0428653624856157,27.75,-7.369999885559082,9294.6474609375,-898.247314453125,9337.9501953125,Measured,5.519999980926514,66.86351430697704,95.35214615201909,-5.079999923706055,-8.442694433717904,97.9549427983642,-5.03000020980835,-8.584864287655915,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:59:01 PM,Amar,,,Gap Wedge,91.49069434502505,-5.44,6.62,-13.38,-20.0,91.93807819014204,1.0048899382425696,24.690000534057617,-10.15999984741211,9622.4580078125,845.2405395507812,9659.509765625,Measured,-5.019999980926514,78.01837495618605,112.33595934022651,-12.569999694824219,-24.442257635028135,114.80752773067978,-12.600000381469727,-25.043744114753142,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:59:19 PM,Amar,,,Gap Wedge,79.25465282748748,-6.77,-8.6,-7.42,1.1799999999999997,80.55207212225574,1.0163702602747164,24.670000076293945,-7.170000076293945,9498.32421875,-929.6451416015625,9543.7099609375,Measured,5.590000152587891,57.611546804272905,94.98031329190846,-4.900000095367432,-8.114610757101865,98.40332825561417,-4.840000152587891,-8.30052510125535,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:59:41 PM,Amar,,,Gap Wedge,82.00608446671438,-6.98,-5.26,-6.99,-1.7300000000000004,84.60092988283871,1.0316421084240104,28.209999084472656,-6.400000095367432,9635.9189453125,-570.7913208007812,9652.8095703125,Measured,3.390000104904175,74.90157455284138,99.8250205372888,-4.900000095367432,-8.530183935624304,101.77165087335274,-4.880000114440918,-8.661417406270719,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 1:59:55 PM,Amar,,,Gap Wedge,78.65068002863278,-6.14,-11.87,-8.86,3.01,76.86113236030683,0.9772468888040832,27.65999984741211,-8.760000228881836,9692.7763671875,-1154.077880859375,9761.240234375,Measured,6.789999961853027,59.186354709735376,88.16710711568464,-6.110000133514404,-9.38320201630146,90.73709669805679,-6.050000190734863,-9.558179977163347,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:00:12 PM,Amar,,,Gap Wedge,78.2032927702219,-7.39,-11.39,-5.95,5.44,74.53471656859391,0.9530892361219742,27.34000015258789,-6.309999942779541,9874.1337890625,-1480.985107421875,9984.580078125,Measured,8.529999732971191,54.363516059134575,84.13167137486415,-3.0999999046325684,-4.560367537504315,86.82195908754204,-3.0199999809265137,-4.58223978261205,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:00:28 PM,Amar,,,Gap Wedge,81.91660701503221,-6.45,-7.0,-9.47,-2.4700000000000006,82.69953744788637,1.0095576521218768,27.649999618530273,-8.649999618530273,10006.0546875,-487.6271667480469,10017.9296875,Measured,2.7899999618530273,69.81627521865323,96.62073323941502,-7.449999809265137,-12.532808440668168,98.53455651150601,-7.429999828338623,-12.751530891745526,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:00:43 PM,Amar,,,Gap Wedge,81.29026485325699,-6.07,-7.58,-4.03,3.55,83.9745904516986,1.033021489144946,27.350000381469727,-4.260000228881836,10226.708984375,-1056.8275146484375,10281.169921875,Measured,5.900000095367432,71.22703111703628,98.12992493102973,-1.659999966621399,-2.8433944713829487,99.90157313442815,-1.6200000047683716,-2.8324583488290807,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:00:59 PM,Amar,,,Gap Wedge,80.57444523979957,-5.05,-6.89,-6.87,0.019999999999999574,89.85772675587266,1.1152137192933178,15.5600004196167,-6.510000228881836,5278.61083984375,-280.335693359375,5286.0498046875,Measured,3.0399999618530273,39.6653548313251,112.29221380706014,-5.440000057220459,-10.651793275501054,126.56387068781014,-5.329999923706055,-11.745406573838762,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:01:17 PM,Amar,,,Gap Wedge,84.086435218325,-9.61,-5.75,-8.39,-2.6400000000000006,83.32587687902648,0.9909550412343707,25.31999969482422,-7.610000133514404,10105.0009765625,-816.5792236328125,10137.9404296875,Measured,4.619999885559082,64.40288438571719,98.27209165611501,-5.619999885559082,-9.634733617253609,100.76552864134781,-5.590000152587891,-9.809711578115495,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:01:34 PM,Amar,,,Gap Wedge,70.73192555476021,-9.71,-4.58,6.56,11.14,72.70042949176808,1.027830487033523,6.679999828338623,4.820000171661377,5903.3857421875,1282.82958984375,6041.16015625,Measured,-12.260000228881836,5.6430447132881545,51.97943873501408,2.740000009536743,2.4825021663675786,91.24015781405926,1.850000023841858,2.941819835105489,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:01:55 PM,Amar,,,Gap Wedge,81.15604867573371,-7.51,-7.46,-5.67,1.79,78.74015918696192,0.9702315535540091,27.65999984741211,-5.590000152587891,14231.5546875,1962.1343994140625,14366.1796875,Measured,-7.849999904632568,61.64698463099522,80.87270007463056,-8.789999961853027,-12.368766863097878,78.68547347795514,-8.729999542236328,-11.942257301283842,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:02:15 PM,Amar,,,Gap Wedge,82.3639942734431,-5.88,-8.17,-8.04,0.13000000000000078,83.86274534374283,1.0181966778508091,27.649999618530273,-7.630000114440918,10569.5791015625,-921.000732421875,10609.6298828125,Measured,4.980000019073486,71.98162904874546,97.15660141939046,-5.429999828338623,-9.197287672147976,98.62204757783879,-5.409999847412109,-9.295713035870516,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:02:33 PM,Amar,,,Gap Wedge,76.68217609162491,-6.26,-8.5,-5.59,2.91,76.90587211013609,1.0029171840173638,29.06999969482422,-5.650000095367432,10126.884765625,-1692.8424072265625,10267.400390625,Measured,9.489999771118164,62.63123409641696,86.80009049276251,-1.8799999952316284,-2.8543305939368167,88.63736116771415,-1.8200000524520874,-2.821522226275213,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:02:53 PM,Amar,,,Gap Wedge,78.91911238367932,-6.68,-14.26,-7.24,7.02,89.81299553927816,1.1380385920033704,17.969999313354492,-7.730000019073486,7553.4208984375,-2081.97705078125,7835.10009765625,Measured,15.40999984741211,49.37664104571805,110.68460092352653,-1.4500000476837158,-2.799649981167477,118.79920959472656,-1.0700000524520874,-2.2090988417831516,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:03:07 PM,Amar,,,Gap Wedge,85.02594846098783,-6.06,-4.72,-10.56,-5.840000000000001,83.9745904516986,0.9876348570251867,23.219999313354492,-9.270000457763672,9338.171875,-1764.4659423828125,9503.41015625,Measured,10.699999809265137,58.628611677274925,100.47025672198384,-4.769999980926514,-8.366141836578556,104.24321926380601,-4.639999866485596,-8.431758571901764,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:03:27 PM,Amar,,,Gap Wedge,82.25214745884038,-6.92,5.94,-5.73,-11.670000000000002,86.07730749426523,1.0465052907869548,27.75,-3.9600000381469727,10416.849609375,-916.8523559570312,10457.1201171875,Measured,5.03000020980835,76.44356705072357,100.56867791390273,-1.6699999570846558,-2.930883712551621,102.01224713396421,-1.6399999856948853,-2.930883712551621,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:03:59 PM,Amar,,,Sand Wedge,79.41123836793128,-6.8,-4.13,-4.98,-0.8500000000000005,75.40712035717756,0.9495774389992298,29.8799991607666,-4.599999904632568,9799.140625,-741.9611206054688,9827.1904296875,Measured,4.329999923706055,62.204721405750185,85.02843394575679,-2.930000066757202,-4.341644825689228,86.9641258126273,-2.9000000953674316,-4.396325438458567,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:04:16 PM,Amar,,,Sand Wedge,80.73103078024339,-6.71,-4.81,-6.63,-1.8200000000000003,78.85200429491768,0.9767248545303407,25.5,-6.050000190734863,9147.083984375,-1358.881103515625,9247.4697265625,Measured,8.449999809265137,56.72572478847553,92.48687630667565,-2.7300000190734863,-4.396325438458567,96.06298812105274,-2.619999885559082,-4.396325438458567,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:04:29 PM,Amar,,,Sand Wedge,82.54294917680744,-6.05,-3.51,-5.03,-1.5200000000000005,82.8337481641394,1.003523002148967,29.329999923706055,-4.570000171661377,4078.692626953125,48.40917205810547,4078.97998046875,Measured,-0.6800000071525574,71.29264941678585,108.00525168004206,-4.800000190734863,-9.044182477869283,118.16492022283225,-4.820000171661377,-9.919072282178718,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:04:47 PM,Amar,,,Sand Wedge,84.26539012168934,-5.58,-3.5,-4.64,-1.1399999999999997,74.60182192672042,0.8853198426897024,31.780000686645508,-4.25,10287.265625,-925.3533935546875,10328.7998046875,Measured,5.139999866485596,65.19029146730118,81.9225761834092,-2.25,-3.226159282243784,83.13647926844533,-2.2300000190734863,-3.2370954047976515,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:05:04 PM,Amar,,,Sand Wedge,81.7600214745884,-7.15,-3.73,-0.97,2.76,74.84788628416396,0.9154582512851617,28.81999969482422,-1.2599999904632568,10509.8857421875,-1677.76708984375,10642.9599609375,Measured,9.069999694824219,58.431756778026184,83.1146106736658,2.2300000190734863,3.226159282243784,84.9300127538379,2.2899999618530273,3.3902011205518026,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:05:26 PM,Amar,,,Sand Wedge,80.48496778811739,-7.05,-3.84,-6.27,-2.4299999999999997,79.34413300980478,0.9858254925153732,27.809999465942383,-5.630000114440918,9610.181640625,-700.6687622070312,9635.6904296875,Measured,4.170000076293945,64.04199625250548,92.2025345128978,-3.930000066757202,-6.321085093841153,94.63035737018468,-3.9000000953674316,-6.441382181195971,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:05:45 PM,Amar,,,Sand Wedge,81.2455261274159,-4.26,-4.57,-3.72,0.8500000000000001,79.99283804924214,0.984581451584064,31.6200008392334,-3.630000114440918,10395.1240234375,-1050.3994140625,10448.0595703125,Measured,5.769999980926514,75.03281115234054,89.37008007513465,-1.1799999475479126,-1.8482065367677811,90.26684264602729,-1.1699999570846558,-1.8372702838450488,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:06:04 PM,Amar,,,Sand Wedge,78.89674302075878,-5.6,-13.98,-3.52,10.46,76.4808487533755,0.9693790367652106,31.850000381469727,-4.639999866485596,10256.498046875,-1718.189453125,10399.419921875,Measured,9.510000228881836,68.56955255423318,84.38320610466904,-0.8299999833106995,-1.2248468993529873,85.47681940300676,-0.800000011920929,-1.1920385316913835,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:06:27 PM,Amar,,,Sand Wedge,86.59180386542592,-5.42,-1.46,-3.83,-2.37,85.13779834755506,0.9832085087391117,30.309999465942383,-3.3299999237060547,10790.0615234375,-501.2969970703125,10801.7001953125,Measured,2.6600000858306885,81.9553790755785,96.59886464463548,-2.119999885559082,-3.5651793421514184,97.30971495727646,-2.109999895095825,-3.587051587259154,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:06:45 PM,Amar,,,Sand Wedge,76.61506800286328,-9.97,-11.23,-3.48,7.75,76.19005317933745,0.9944525948406135,26.280000686645508,-4.269999980926514,9410.986328125,-1242.32177734375,9492.6298828125,Measured,7.519999980926514,54.46194350875894,87.7296601276281,-1.409999966621399,-2.1544182290138116,90.94488589469529,-1.3200000524520874,-2.099737485875608,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:07:06 PM,Amar,,,Sand Wedge,82.74427344309234,-7.13,-4.16,-7.62,-3.46,78.62831407900615,0.9502568674203543,28.559999465942383,-6.78000020980835,9418.6640625,-197.2928924560547,9420.73046875,Measured,1.2000000476837158,64.7309696267596,91.17454368611334,-6.289999961853027,-9.995625922268978,93.65704220215271,-6.28000020980835,-10.247156480270212,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:07:23 PM,Amar,,,Sand Wedge,83.46009305654975,-6.16,-2.45,-9.04,-6.589999999999999,76.54796264473677,0.9171804133128685,28.530000686645508,-7.730000019073486,9939.298828125,-472.2026672363281,9950.509765625,Measured,2.7200000286102295,60.9908141489104,87.09536241212646,-6.659999847412109,-10.1049866263322,89.21697488085596,-6.639999866485596,-10.323709077409559,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:07:50 PM,Amar,,,Pitching Wedge,82.7219040801718,-6.5,-11.64,-6.54,5.1000000000000005,89.49981729047335,1.0819361363313469,24.079999923706055,-6.829999923706055,8426.0478515625,-592.162353515625,8446.830078125,Measured,4.019999980926514,70.93176128357413,111.23140757269539,-5.03000020980835,-9.74409432131683,115.31058884668225,-4.96999979019165,-9.995625922268978,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:08:08 PM,Amar,,,Pitching Wedge,83.99695776664281,-6.2,-4.98,-3.71,1.2700000000000005,93.34735044344204,1.111318230152765,25.8700008392334,-3.6700000762939453,8929.365234375,-372.69012451171875,8937.1396484375,Measured,2.390000104904175,84.44881814671314,115.35433437984864,-2.509999990463257,-5.063429696457697,118.13210481525198,-2.490000009536743,-5.139982293597043,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:08:24 PM,Amar,,,Pitching Wedge,86.2786327845383,-5.53,-4.67,-4.23,0.4399999999999995,104.7780962611576,1.214415352672748,24.829999923706055,-4.059999942779541,9298.0869140625,-295.4530334472656,9302.7802734375,Measured,1.8200000524520874,104.06823921704229,130.77428021768887,-3.059999942779541,-6.977252968548686,133.0271209423102,-3.0399999618530273,-7.064741948979629,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:08:37 PM,Amar,,,Pitching Wedge,85.78650680028633,-3.97,-6.93,-8.32,-1.3900000000000006,97.70937791959507,1.138983058805105,21.90999984741211,-7.699999809265137,8411.85546875,-610.3482055664062,8433.9697265625,Measured,4.150000095367432,78.44488138914734,124.65004741571916,-5.670000076293945,-12.325022372882406,129.00262367068314,-5.619999885559082,-12.631233804390709,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:08:47 PM,Amar,,,Pitching Wedge,86.2338940586972,-5.49,-4.67,-0.01,4.66,101.62401643069028,1.178469528020124,24.979999542236328,-0.5899999737739563,10083.3779296875,-1239.86962890625,10159.3203125,Measured,7.010000228881836,97.96588126755762,124.20166195846919,3.190000057220459,6.922572095041617,125.57961705058474,3.2200000286102295,7.053805565688032,,,,,1.19012,71.6,101.33,50,,,,,,,,
8/2/26 2:09:11 PM,Amar,,,Pitching Wedge,84.77988546886185,-3.71,-5.35,-4.9,0.4499999999999993,97.46331356215153,1.1496042135837525,24.399999618530273,-4.699999809265137,9797.02734375,1609.5924072265625,9928.3701171875,Measured,-9.329999923706055,87.13910585939101,119.63035803767328,-9.460000038146973,-19.674102986787144,121.64261084529046,-9.520000457763672,-20.122484272233457,,,,,1.19012,71.6,101.33,50,,,,,,,,
